Id,SalePrice
1461,119531.10883175011
1462,173737.06105685316
1463,171531.07824219024
1464,197906.64412263338
1465,214429.74267610884
1466,163006.51980206528
1467,171048.49666366226
1468,159365.80531475577
1469,195477.98334281915
1470,118044.02028421313
1471,194018.84526881902
1472,96191.10674117424
1473,80234.97491246724
1474,149092.3456992794
1475,109115.77461066842
1476,354071.3972143545
1477,273229.0701950126
1478,307849.23515742645
1479,305408.5987505828
1480,456885.4100128539
1481,323090.18512801256
1482,231454.7682078611
1483,181725.79968899407
1484,171176.68760932737
1485,199214.40787696093
1486,201816.6297230625
1487,319908.27516330907
1488,240393.92874940776
1489,209868.66389643808
1490,219803.47104502528
1491,198546.77776929818
1492,89790.1946676331
1493,189079.08354503673
1494,284826.64674950985
1495,287609.148657643
1496,216950.20200342464
1497,175417.29738462158
1498,170297.39419013966
1499,171234.99936710973
1500,160831.18355825066
1501,169802.3715431668
1502,158462.14875853987
1503,291180.2564224686
1504,246417.4478884876
1505,228779.250053877
1506,209172.1461650593
1507,236861.15287556592
1508,204846.53514889313
1509,159079.83694763295
1510,148576.57810712972
1511,139381.4484579566
1512,177936.1379164511
1513,142017.1027644949
1514,163988.99841199827
1515,190380.36882277892
1516,155569.83152322506
1517,170595.27247715113
1518,130437.63191211288
1519,216386.48347604123
1520,128073.7380175168
1521,129184.22688457672
1522,172100.90949599113
1523,99140.35067036893
1524,123078.06838358741
1525,114266.09778783994
1526,113330.82666387304
1527,97881.70420226932
1528,143628.7180149975
1529,147590.73289049906
1530,198361.5230401879
1531,109453.7917671416
1532,102301.850696142
1533,166322.31838713668
1534,118075.76570591319
1535,148408.37896946084
1536,108078.71192435094
1537,55122.71070025215
1538,177065.84047040553
1539,200768.108889136
1540,102796.19675313006
1541,143704.44530525053
1542,134865.78587214922
1543,199216.13842450397
1544,99130.09842596092
1545,125537.15083790536
1546,144398.17730617296
1547,137880.20787305175
1548,143245.98034390702
1549,133010.5704674861
1550,132422.65761381714
1551,114924.18101547455
1552,143510.45138681383
1553,155134.07962387952
1554,115836.03933429619
1555,162536.92466191645
1556,75813.8598585322
1557,104917.13699535822
1558,104266.48530977266
1559,54615.652349527634
1560,121549.17817792686
1561,150910.73036232957
1562,127391.1389971379
1563,120105.28285429638
1564,157433.86429058015
1565,137116.7097398016
1566,235833.03081509867
1567,68410.53698077716
1568,234384.32172663277
1569,132085.75504511077
1570,150868.24331665935
1571,114501.7243942694
1572,140157.09381812508
1573,243925.45005761576
1574,130821.81547636067
1575,226824.2622537961
1576,227215.41953611514
1577,187580.99520509888
1578,140155.588408478
1579,136575.88992373197
1580,191958.2608009082
1581,165335.89246534382
1582,123947.772558611
1583,300038.0265095857
1584,221698.39427522768
1585,142849.83610807464
1586,55505.14445642388
1587,101755.39536933374
1588,154505.5216642031
1589,99372.63567380252
1590,141700.56681255245
1591,86184.4776176844
1592,115148.83529753197
1593,125560.10314578924
1594,119237.02082415117
1595,109840.21657259401
1596,237742.08898344147
1597,190250.22723761923
1598,226755.11484057456
1599,185877.90913505352
1600,184411.03254834737
1601,61142.056786347006
1602,117230.35146604147
1603,65714.58290617994
1604,264479.9384246983
1605,248756.8848446007
1606,190400.92443649634
1607,179769.75205212855
1608,220291.66729696188
1609,198935.31078208063
1610,141831.04772679438
1611,148233.58539970976
1612,164858.0421051025
1613,163396.86397487583
1614,133284.92483352718
1615,92224.72825102822
1616,66604.82165389817
1617,85504.59965400235
1618,114405.9695502834
1619,149443.70181490906
1620,176249.47944990778
1621,123506.01038853906
1622,143183.00812586374
1623,269424.4981496375
1624,213366.7000978319
1625,123756.39728981833
1626,173867.15591015754
1627,183129.65393336723
1628,266138.25960128417
1629,176736.92859715852
1630,348955.5137838018
1631,249551.14955172723
1632,261626.67507192527
1633,181807.3650829856
1634,184831.8206918639
1635,174055.7557241085
1636,151124.1208658329
1637,191008.72610920353
1638,189734.99850027054
1639,184283.45305663976
1640,252185.03014993842
1641,169066.39057457104
1642,234571.07532868558
1643,222573.25935383153
1644,238325.34238588088
1645,198835.75575145346
1646,161426.66317938158
1647,163075.2708414431
1648,125446.20275731338
1649,137818.4530574291
1650,110740.74640828592
1651,117471.17238017212
1652,99054.19537601364
1653,102067.66121343418
1654,140542.0888097735
1655,141448.94782145042
1656,139656.98788179428
1657,146389.80420472386
1658,144873.48606635147
1659,126022.66680395615
1660,148295.2926891343
1661,400599.388605293
1662,366312.38196726283
1663,352297.70021525293
1664,456948.90458728967
1665,306226.6208697967
1666,302591.36081747944
1667,349650.6560084098
1668,321994.4991233578
1669,299278.45386865886
1670,325562.46525568713
1671,273864.227655296
1672,400179.133548407
1673,296231.0379553592
1674,260203.9194809806
1675,203411.51085319044
1676,204654.3010161781
1677,228389.207154162
1678,435630.82486850535
1679,354264.3501213663
1680,331985.5771946941
1681,257885.9502010519
1682,300480.68229269516
1683,201625.90520702407
1684,182035.24865191942
1685,172971.95617573505
1686,174408.7026277638
1687,173534.66057305463
1688,198094.16938582226
1689,197137.27071167424
1690,201608.6892960238
1691,196521.04974427936
1692,251396.0149303421
1693,181323.53275815095
1694,176228.46463822818
1695,161422.50886700174
1696,265901.80157850904
1697,170114.1504233565
1698,335837.17094755697
1699,316425.2476690785
1700,258900.29852445633
1701,278969.5553217251
1702,250744.3879200715
1703,250857.6563355456
1704,264415.5213478992
1705,238591.45061799046
1706,385351.28147204476
1707,219391.81989557284
1708,210751.18255343055
1709,271227.8568760307
1710,231307.13503303437
1711,256655.8548743598
1712,274728.26597684436
1713,257238.9670096843
1714,224772.00052592845
1715,207309.21186584502
1716,185490.4072609234
1717,187396.50990683085
1718,137669.37533961394
1719,207895.74304873066
1720,235007.46961286932
1721,179085.38785210787
1722,128300.99350662093
1723,158461.83871317073
1724,219680.41232886678
1725,230785.2491198351
1726,182126.7858755628
1727,154551.84781288385
1728,183732.6048366985
1729,163524.93378498493
1730,144412.34923481732
1731,118404.0353616834
1732,130149.60955874802
1733,108018.64530345285
1734,123207.76562859223
1735,132924.85656775057
1736,105438.62245400279
1737,310933.19333580555
1738,256076.49165816803
1739,262134.17463272496
1740,222183.51276387682
1741,177882.87853476254
1742,166072.27316759963
1743,180305.01183756476
1744,307131.42716771027
1745,250349.2642330717
1746,201477.24871404236
1747,223399.7409765817
1748,214584.04041252972
1749,149289.80034844135
1750,121020.99019992084
1751,234543.84545869136
1752,112774.39362426742
1753,155371.41474946047
1754,202407.89683933812
1755,173048.52036921767
1756,128501.14519004745
1757,116436.73856076319
1758,139744.77067805885
1759,160822.9476600404
1760,170401.88514954504
1761,139377.0425725546
1762,173461.68539687997
1763,190180.73640987824
1764,114893.62936662312
1765,184565.4897334869
1766,187836.7792627497
1767,220292.48365639627
1768,142008.5652777031
1769,181209.21675664082
1770,165096.76446595456
1771,127837.1447783953
1772,147598.72653523664
1773,123206.40449781163
1774,158910.72738161933
1775,147415.90665228502
1776,121635.01788139902
1777,105913.70109514584
1778,139972.86992337072
1779,124050.51108101843
1780,171349.58600704663
1781,126838.79739745794
1782,76359.78428485233
1783,144839.1570662809
1784,94417.3793453123
1785,124647.4348894498
1786,171349.78603835974
1787,162695.5016115901
1788,56660.36900041392
1789,108568.96187041036
1790,70613.34467781184
1791,199793.67310104112
1792,158702.46404641907
1793,137868.90077020857
1794,165029.0177796514
1795,131275.23175386555
1796,120579.72375752038
1797,117734.32133642043
1798,118446.31212024961
1799,111857.87392507901
1800,128665.30744800402
1801,119031.56918745604
1802,134938.46938989562
1803,142296.2284457576
1804,142460.96821288508
1805,136337.2114290725
1806,129297.90843941824
